variant,normal_score,flipped_score,antisym_score,symmetric_order_score,backbone,pair_index,dataset_index
mean_without_norm,1.713224172592163,0.7043249011039734,0.5044496357440948,1.2087745368480682,Ouro 2.6B Thinking,56,
attention_with_norm,4.380713939666748,-0.8874827027320862,2.634098321199417,1.746615618467331,Ouro 2.6B Thinking,57,
attention_without_norm,4.431437969207764,-0.5026512742042542,2.467044621706009,1.9643933475017548,Ouro 2.6B Thinking,57,
mean_with_norm,3.5588808059692383,-0.18013860285282135,1.8695097044110298,1.6893711015582085,Ouro 2.6B Thinking,57,
mean_without_norm,3.6212925910949707,0.20210117101669312,1.7095957100391388,1.911696881055832,Ouro 2.6B Thinking,57,
attention_with_norm,0.6043411493301392,1.8559656143188477,-0.6258122324943542,1.2301533818244934,Ouro 2.6B Thinking,58,
attention_without_norm,1.3795053958892822,2.1984434127807617,-0.40946900844573975,1.788974404335022,Ouro 2.6B Thinking,58,
mean_with_norm,0.37808719277381897,2.0703670978546143,-0.8461399525403976,1.2242271453142166,Ouro 2.6B Thinking,58,
mean_without_norm,1.132968544960022,2.33015513420105,-0.5985932946205139,1.7315618395805359,Ouro 2.6B Thinking,58,
attention_with_norm,0.09999527037143707,2.691460371017456,-1.2957325503230095,1.3957278206944466,Ouro 2.6B Thinking,59,
attention_without_norm,1.3940796852111816,2.4636318683624268,-0.5347760915756226,1.9288557767868042,Ouro 2.6B Thinking,59,
mean_with_norm,-0.11098766326904297,2.438854694366455,-1.274921178817749,1.163933515548706,Ouro 2.6B Thinking,59,
mean_without_norm,1.2749766111373901,2.525559663772583,-0.6252915263175964,1.9002681374549866,Ouro 2.6B Thinking,59,
attention_with_norm,1.3817460536956787,1.0677366256713867,0.157004714012146,1.2247413396835327,Ouro 2.6B Thinking,60,
attention_without_norm,1.9229512214660645,1.7216830253601074,0.10063409805297852,1.822317123413086,Ouro 2.6B Thinking,60,
mean_with_norm,1.1679270267486572,1.4024109840393066,-0.11724197864532471,1.285169005393982,Ouro 2.6B Thinking,60,
mean_without_norm,1.8273786306381226,1.8639202117919922,-0.018270790576934814,1.8456494212150574,Ouro 2.6B Thinking,60,
attention_with_norm,1.7597579956054688,0.6156228184700012,0.5720675885677338,1.187690407037735,Ouro 2.6B Thinking,61,
attention_without_norm,2.2554259300231934,1.3943604230880737,0.4305327534675598,1.8248931765556335,Ouro 2.6B Thinking,61,
mean_with_norm,0.7316426634788513,1.6714118719100952,-0.46988460421562195,1.2015272676944733,Ouro 2.6B Thinking,61,
mean_without_norm,1.3706191778182983,2.17368483543396,-0.4015328288078308,1.7721520066261292,Ouro 2.6B Thinking,61,
attention_with_norm,0.4730936884880066,2.0940980911254883,-0.8105022013187408,1.2835958898067474,Ouro 2.6B Thinking,62,
attention_without_norm,0.9864035248756409,2.4278037548065186,-0.7207001149654388,1.7071036398410797,Ouro 2.6B Thinking,62,
mean_with_norm,0.3518110513687134,1.6002438068389893,-0.6242163777351379,0.9760274291038513,Ouro 2.6B Thinking,62,
mean_without_norm,0.7792784571647644,1.7610957622528076,-0.4909086525440216,1.270187109708786,Ouro 2.6B Thinking,62,
attention_with_norm,2.719175100326538,0.04345623403787613,1.337859433144331,1.381315667182207,Ouro 2.6B Thinking,63,
attention_without_norm,2.586738348007202,1.3969086408615112,0.5949148535728455,1.9918234944343567,Ouro 2.6B Thinking,63,
mean_with_norm,2.600775718688965,-0.37210196256637573,1.4864388406276703,1.1143368780612946,Ouro 2.6B Thinking,63,
mean_without_norm,2.611114740371704,1.2036733627319336,0.7037206888198853,1.9073940515518188,Ouro 2.6B Thinking,63,
attention_with_norm,1.9202077388763428,0.7201448678970337,0.6000314354896545,1.3201763033866882,Ouro 2.6B Thinking,64,
attention_without_norm,2.0199525356292725,1.612673282623291,0.20363962650299072,1.8163129091262817,Ouro 2.6B Thinking,64,
mean_with_norm,1.47539222240448,1.3294730186462402,0.07295960187911987,1.40243262052536,Ouro 2.6B Thinking,64,
mean_without_norm,2.1307528018951416,1.7267508506774902,0.20200097560882568,1.928751826286316,Ouro 2.6B Thinking,64,
attention_with_norm,1.5830713510513306,0.9724491238594055,0.3053111135959625,1.277760237455368,Ouro 2.6B Thinking,65,
attention_without_norm,2.009310483932495,1.5291533470153809,0.24007856845855713,1.769231915473938,Ouro 2.6B Thinking,65,
mean_with_norm,1.7522457838058472,0.3678104281425476,0.6922176778316498,1.0600281059741974,Ouro 2.6B Thinking,65,
mean_without_norm,2.0758297443389893,0.6946489214897156,0.6905904114246368,1.3852393329143524,Ouro 2.6B Thinking,65,
attention_with_norm,2.0299971103668213,0.2000119388103485,0.9149925857782364,1.115004524588585,Ouro 2.6B Thinking,66,
attention_without_norm,2.347383737564087,1.3981704711914062,0.47460663318634033,1.8727771043777466,Ouro 2.6B Thinking,66,
mean_with_norm,2.1321518421173096,0.0695897564291954,1.031281042844057,1.1008707992732525,Ouro 2.6B Thinking,66,
mean_without_norm,2.2364985942840576,1.3959919214248657,0.42025333642959595,1.8162452578544617,Ouro 2.6B Thinking,66,
attention_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,67,
attention_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,67,
mean_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,67,
mean_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,67,
attention_with_norm,1.9951450824737549,0.5259966850280762,0.7345741987228394,1.2605708837509155,Ouro 2.6B Thinking,68,
attention_without_norm,2.3612220287323,1.3294090032577515,0.5159065127372742,1.8453155159950256,Ouro 2.6B Thinking,68,
mean_with_norm,1.336409091949463,0.9321035742759705,0.20215275883674622,1.1342563331127167,Ouro 2.6B Thinking,68,
mean_without_norm,1.8435920476913452,1.432647466659546,0.20547229051589966,1.6381197571754456,Ouro 2.6B Thinking,68,
attention_with_norm,0.7986879944801331,2.037132978439331,-0.619222491979599,1.417910486459732,Ouro 2.6B Thinking,69,
attention_without_norm,1.5925601720809937,2.3042280673980713,-0.3558339476585388,1.9483941197395325,Ouro 2.6B Thinking,69,
mean_with_norm,0.09420029073953629,2.551509141921997,-1.2286544255912304,1.3228547163307667,Ouro 2.6B Thinking,69,
mean_without_norm,0.9306953549385071,2.7942283153533936,-0.9317664802074432,1.8624618351459503,Ouro 2.6B Thinking,69,
attention_with_norm,1.9218820333480835,0.4894413352012634,0.71622034907341,1.2056616842746735,Ouro 2.6B Thinking,70,
attention_without_norm,2.3005383014678955,1.4669475555419922,0.41679537296295166,1.8837429285049438,Ouro 2.6B Thinking,70,
mean_with_norm,1.309497594833374,0.947329580783844,0.18108400702476501,1.128413587808609,Ouro 2.6B Thinking,70,
mean_without_norm,1.941955327987671,1.4889395236968994,0.22650790214538574,1.7154474258422852,Ouro 2.6B Thinking,70,
attention_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,71,
attention_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,71,
mean_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,71,
mean_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,71,
attention_with_norm,1.0030757188796997,0.5059617757797241,0.2485569715499878,0.7545187473297119,Ouro 2.6B Thinking,72,
attention_without_norm,1.8645622730255127,1.3582334518432617,0.2531644105911255,1.6113978624343872,Ouro 2.6B Thinking,72,
mean_with_norm,1.8940790891647339,-0.16922099888324738,1.0316500440239906,0.8624290451407433,Ouro 2.6B Thinking,72,
mean_without_norm,2.3420276641845703,0.9048758149147034,0.7185759246349335,1.6234517395496368,Ouro 2.6B Thinking,72,
attention_with_norm,1.1157500743865967,1.2189486026763916,-0.05159926414489746,1.1673493385314941,Ouro 2.6B Thinking,73,
attention_without_norm,1.5850622653961182,2.038417100906372,-0.22667741775512695,1.8117396831512451,Ouro 2.6B Thinking,73,
mean_with_norm,1.2552497386932373,1.5349074602127075,-0.1398288607597351,1.3950785994529724,Ouro 2.6B Thinking,73,
mean_without_norm,1.7321834564208984,2.197683572769165,-0.2327500581741333,1.9649335145950317,Ouro 2.6B Thinking,73,
attention_with_norm,1.9394460916519165,0.5002033710479736,0.7196213603019714,1.219824731349945,Ouro 2.6B Thinking,74,
attention_without_norm,2.3442447185516357,1.3912889957427979,0.47647786140441895,1.8677668571472168,Ouro 2.6B Thinking,74,
mean_with_norm,1.4414583444595337,0.8973201513290405,0.2720690965652466,1.169389247894287,Ouro 2.6B Thinking,74,
mean_without_norm,2.060516595840454,1.4688963890075684,0.29581010341644287,1.7647064924240112,Ouro 2.6B Thinking,74,
attention_with_norm,3.2064294815063477,-0.5225062370300293,1.8644678592681885,1.3419616222381592,Ouro 2.6B Thinking,75,
attention_without_norm,3.3804728984832764,-0.035045139491558075,1.7077590189874172,1.6727138794958591,Ouro 2.6B Thinking,75,
mean_with_norm,3.1492812633514404,-0.4292585253715515,1.789269894361496,1.3600113689899445,Ouro 2.6B Thinking,75,
mean_without_norm,3.2153592109680176,-0.16781607270240784,1.6915876418352127,1.5237715691328049,Ouro 2.6B Thinking,75,
attention_with_norm,1.1360857486724854,0.7654484510421753,0.18531864881515503,0.9507670998573303,Ouro 2.6B Thinking,76,
attention_without_norm,1.8437669277191162,1.7073328495025635,0.06821703910827637,1.7755498886108398,Ouro 2.6B Thinking,76,
mean_with_norm,1.2180898189544678,0.7105153203010559,0.25378724932670593,0.9643025696277618,Ouro 2.6B Thinking,76,
mean_without_norm,1.698149561882019,1.7878990173339844,-0.044874727725982666,1.7430242896080017,Ouro 2.6B Thinking,76,
attention_with_norm,2.139580011367798,0.45688191056251526,0.8413490504026413,1.2982309609651566,Ouro 2.6B Thinking,77,
attention_without_norm,2.3002049922943115,0.7070158123970032,0.7965945899486542,1.5036104023456573,Ouro 2.6B Thinking,77,
mean_with_norm,1.4585084915161133,0.9330952167510986,0.2627066373825073,1.195801854133606,Ouro 2.6B Thinking,77,
mean_without_norm,1.6948546171188354,1.1855225563049316,0.2546660304069519,1.4401885867118835,Ouro 2.6B Thinking,77,
attention_with_norm,0.8377816677093506,1.869922399520874,-0.5160703659057617,1.3538520336151123,Ouro 2.6B Thinking,78,
attention_without_norm,1.7238528728485107,2.1277709007263184,-0.2019590139389038,1.9258118867874146,Ouro 2.6B Thinking,78,
mean_with_norm,1.1943438053131104,1.1782355308532715,0.008054137229919434,1.186289668083191,Ouro 2.6B Thinking,78,
mean_without_norm,1.9829673767089844,1.7235751152038574,0.12969613075256348,1.853271245956421,Ouro 2.6B Thinking,78,
attention_with_norm,1.617133378982544,0.4366704225540161,0.5902314782142639,1.02690190076828,Ouro 2.6B Thinking,79,
attention_without_norm,2.003077268600464,1.569434642791748,0.2168213129043579,1.786255955696106,Ouro 2.6B Thinking,79,
mean_with_norm,1.6874830722808838,0.30791229009628296,0.6897853910923004,0.9976976811885834,Ouro 2.6B Thinking,79,
mean_without_norm,2.04667592048645,1.4223754405975342,0.312150239944458,1.7345256805419922,Ouro 2.6B Thinking,79,
attention_with_norm,2.7009737491607666,-0.0827442854642868,1.3918590173125267,1.30911473184824,Ouro 2.6B Thinking,80,
attention_without_norm,2.9554498195648193,0.2690218389034271,1.343213990330696,1.6122358292341232,Ouro 2.6B Thinking,80,
mean_with_norm,2.145925283432007,0.04062097892165184,1.0526521522551775,1.0932731311768293,Ouro 2.6B Thinking,80,
mean_without_norm,2.3298604488372803,0.3834238052368164,0.9732183218002319,1.3566421270370483,Ouro 2.6B Thinking,80,
attention_with_norm,1.2053810358047485,1.8354676961898804,-0.3150433301925659,1.5204243659973145,Ouro 2.6B Thinking,81,
attention_without_norm,1.7124342918395996,2.321920156478882,-0.3047429323196411,2.0171772241592407,Ouro 2.6B Thinking,81,
mean_with_norm,0.8508084416389465,1.8680392503738403,-0.5086154043674469,1.3594238460063934,Ouro 2.6B Thinking,81,
mean_without_norm,1.5385022163391113,2.1650173664093018,-0.3132575750350952,1.8517597913742065,Ouro 2.6B Thinking,81,
attention_with_norm,2.020122528076172,0.47856131196022034,0.7707806080579758,1.249341920018196,Ouro 2.6B Thinking,82,
attention_without_norm,2.2688381671905518,1.0952738523483276,0.5867821574211121,1.6820560097694397,Ouro 2.6B Thinking,82,
mean_with_norm,2.238482713699341,0.3617608845233917,0.9383609145879745,1.3001217991113663,Ouro 2.6B Thinking,82,
mean_without_norm,2.4528181552886963,0.8178223371505737,0.8174979090690613,1.635320246219635,Ouro 2.6B Thinking,82,
attention_with_norm,2.652029514312744,0.15770049393177032,1.247164510190487,1.4048650041222572,Ouro 2.6B Thinking,83,
attention_without_norm,3.024759531021118,0.7589641213417053,1.1328977048397064,1.8918618261814117,Ouro 2.6B Thinking,83,
mean_with_norm,2.102459669113159,0.34510016441345215,0.8786797523498535,1.2237799167633057,Ouro 2.6B Thinking,83,
mean_without_norm,2.36846923828125,0.7732799053192139,0.7975946664810181,1.570874571800232,Ouro 2.6B Thinking,83,
attention_with_norm,1.594979166984558,1.099144458770752,0.24791735410690308,1.347061812877655,Ouro 2.6B Thinking,84,
attention_without_norm,1.9566344022750854,1.720329999923706,0.1181522011756897,1.8384822010993958,Ouro 2.6B Thinking,84,
mean_with_norm,1.0581817626953125,1.3080980777740479,-0.12495815753936768,1.1831399202346802,Ouro 2.6B Thinking,84,
mean_without_norm,1.3358254432678223,1.9108883142471313,-0.28753143548965454,1.6233568787574768,Ouro 2.6B Thinking,84,
attention_with_norm,2.6763508319854736,0.25284063816070557,1.211755096912384,1.4645957350730896,Ouro 2.6B Thinking,85,
attention_without_norm,2.8062689304351807,0.5626401901245117,1.1218143701553345,1.6844545602798462,Ouro 2.6B Thinking,85,
mean_with_norm,2.720538377761841,0.48925939202308655,1.1156394928693771,1.6048988848924637,Ouro 2.6B Thinking,85,
mean_without_norm,2.8561160564422607,0.7811357975006104,1.0374901294708252,1.8186259269714355,Ouro 2.6B Thinking,85,
attention_with_norm,3.1687543392181396,-0.283197283744812,1.7259758114814758,1.4427785277366638,Ouro 2.6B Thinking,86,
attention_without_norm,3.311570882797241,0.6637023091316223,1.3239342868328094,1.9876365959644318,Ouro 2.6B Thinking,86,
mean_with_norm,2.0855488777160645,-0.08366367965936661,1.0846062786877155,1.000942599028349,Ouro 2.6B Thinking,86,
mean_without_norm,2.4927549362182617,0.89596027135849,0.7983973324298859,1.6943576037883759,Ouro 2.6B Thinking,86,
attention_with_norm,2.610628366470337,-0.18428727984428406,1.3974578231573105,1.2131705433130264,Ouro 2.6B Thinking,87,
attention_without_norm,2.929927110671997,0.40011048316955566,1.2649083137512207,1.6650187969207764,Ouro 2.6B Thinking,87,
mean_with_norm,2.9662063121795654,-0.5295600295066833,1.7478831708431244,1.218323141336441,Ouro 2.6B Thinking,87,
mean_without_norm,3.1896069049835205,-0.06221752613782883,1.6259122155606747,1.5636946894228458,Ouro 2.6B Thinking,87,
attention_with_norm,0.8471123576164246,1.5908236503601074,-0.37185564637184143,1.218968003988266,Ouro 2.6B Thinking,88,
attention_without_norm,1.606558918952942,1.95176100730896,-0.17260104417800903,1.779159963130951,Ouro 2.6B Thinking,88,
mean_with_norm,0.7729400992393494,1.3330819606781006,-0.2800709307193756,1.053011029958725,Ouro 2.6B Thinking,88,
mean_without_norm,1.459829568862915,1.9022557735443115,-0.22121310234069824,1.6810426712036133,Ouro 2.6B Thinking,88,
attention_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,89,
attention_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,89,
mean_with_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,89,
mean_without_norm,1.7811297178268433,1.7811297178268433,0.0,1.7811297178268433,Ouro 2.6B Thinking,89,
attention_with_norm,2.21524715423584,0.27800050377845764,0.9686233252286911,1.2466238290071487,Ouro 2.6B Thinking,90,
attention_without_norm,2.4972763061523438,0.7894995212554932,0.8538883924484253,1.6433879137039185,Ouro 2.6B Thinking,90,
mean_with_norm,1.5033824443817139,0.6556359529495239,0.42387324571609497,1.079509198665619,Ouro 2.6B Thinking,90,
mean_without_norm,1.7219359874725342,0.9700455069541931,0.37594524025917053,1.3459907472133636,Ouro 2.6B Thinking,90,
attention_with_norm,1.6308112144470215,0.7633444666862488,0.43373337388038635,1.1970778405666351,Ouro 2.6B Thinking,91,
attention_without_norm,2.1272521018981934,1.5226891040802002,0.3022814989089966,1.8249706029891968,Ouro 2.6B Thinking,91,
mean_with_norm,1.5454440116882324,0.8039512038230896,0.3707464039325714,1.174697607755661,Ouro 2.6B Thinking,91,
mean_without_norm,2.2922513484954834,1.3824442625045776,0.4549035429954529,1.8373478055000305,Ouro 2.6B Thinking,91,
attention_with_norm,2.3955068588256836,0.4560815393924713,0.9697126597166061,1.4257941991090775,Ouro 2.6B Thinking,92,
attention_without_norm,2.7797820568084717,1.0783019065856934,0.8507400751113892,1.9290419816970825,Ouro 2.6B Thinking,92,
mean_with_norm,1.9337866306304932,0.4060065448284149,0.7638900429010391,1.169896587729454,Ouro 2.6B Thinking,92,
mean_without_norm,2.261657238006592,1.151893973350525,0.5548816323280334,1.7067756056785583,Ouro 2.6B Thinking,92,
attention_with_norm,-0.9517567753791809,3.1659300327301025,-2.0588434040546417,1.1070866286754608,Ouro 2.6B Thinking,93,
attention_without_norm,-0.6834851503372192,3.2829182147979736,-1.9832016825675964,1.2997165322303772,Ouro 2.6B Thinking,93,
mean_with_norm,0.12285609543323517,1.9847850799560547,-0.9309644922614098,1.053820587694645,Ouro 2.6B Thinking,93,
mean_without_norm,0.3503932058811188,2.138890504837036,-0.8942486494779587,1.2446418553590775,Ouro 2.6B Thinking,93,
attention_with_norm,0.844154953956604,1.5259649753570557,-0.34090501070022583,1.1850599646568298,Ouro 2.6B Thinking,94,
attention_without_norm,1.726494550704956,1.9087129831314087,-0.09110921621322632,1.8176037669181824,Ouro 2.6B Thinking,94,
mean_with_norm,1.165842890739441,1.493910789489746,-0.1640339493751526,1.3298768401145935,Ouro 2.6B Thinking,94,
mean_without_norm,1.8757331371307373,1.8373491764068604,0.019191980361938477,1.8565411567687988,Ouro 2.6B Thinking,94,
